representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,217.926,1.417,37.000,24.000,960.000,540.000,0,26.831,0.895,0.908,132.704,40.718,31.147
6,0.000,940.506,1.417,34.000,24.000,1920.000,1080.000,0,31.976,0.973,0.973,35.895,75.499,62.971
5,0.000,938.085,1.750,25.000,24.000,640.000,360.000,0,35.599,0.954,0.965,171.508,72.426,50.286
7,0.000,1017.998,1.750,25.000,24.000,960.000,540.000,0,37.214,0.968,0.974,33.411,79.809,63.000
7,0.000,1367.165,1.792,22.000,24.000,640.000,360.000,0,35.579,0.962,0.970,43.953,81.154,58.721
6,0.000,1309.418,1.792,25.000,24.000,640.000,360.000,0,32.696,0.928,0.943,103.820,67.646,43.186
5,0.000,960.000,1.792,31.000,24.000,960.000,540.000,0,30.434,0.914,0.929,163.863,59.395,37.512
7,0.000,1496.350,1.792,34.000,24.000,1920.000,1080.000,0,30.337,0.953,0.957,35.480,68.688,53.209
7,0.000,1717.257,1.792,34.000,24.000,1920.000,1080.000,0,30.105,0.948,0.952,39.708,67.943,52.372
6,0.000,1598.328,1.667,31.000,24.000,1280.000,720.000,0,29.610,0.936,0.943,51.048,65.119,46.350
7,0.000,1229.677,1.250,25.000,24.000,960.000,540.000,0,36.710,0.963,0.966,48.527,74.610,70.433
8,0.000,1380.121,1.917,31.000,24.000,1920.000,1080.000,0,36.645,0.963,0.969,71.613,81.159,67.174
9,0.000,1276.552,1.292,28.000,24.000,1920.000,1080.000,1,39.531,0.987,0.988,13.159,86.246,73.968
7,0.000,1353.920,0.500,25.000,24.000,960.000,540.000,0,35.934,0.960,0.964,44.163,78.009,74.167
8,0.000,1437.418,1.583,31.000,24.000,1920.000,1080.000,0,38.715,0.967,0.973,52.104,80.853,73.737
8,0.000,1311.812,1.292,31.000,24.000,1920.000,1080.000,0,35.415,0.965,0.969,23.537,80.328,69.581
7,0.000,1100.141,1.250,31.000,24.000,1920.000,1080.000,0,35.321,0.971,0.973,18.740,81.992,70.067
8,0.000,1065.951,0.958,31.000,24.000,1920.000,1080.000,0,39.420,0.981,0.984,27.406,78.057,68.826
