representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,156.761,1.167,37.000,30.000,1280.000,720.000,0,32.946,0.982,0.977,11.267,65.918,46.286
0,0.000,168.521,1.167,34.000,30.000,960.000,540.000,0,32.268,0.980,0.974,16.103,60.601,44.943
0,0.000,142.602,1.733,31.000,30.000,640.000,360.000,0,32.474,0.964,0.960,30.238,50.889,38.750
0,0.000,157.694,1.733,31.000,30.000,640.000,360.000,0,32.334,0.960,0.957,103.592,49.752,37.596
0,0.000,391.020,1.733,28.000,30.000,640.000,360.000,0,31.425,0.960,0.952,78.329,46.997,34.288
2,0.000,599.497,1.733,31.000,30.000,960.000,540.000,0,31.450,0.963,0.955,77.749,53.390,37.981
4,0.000,635.630,1.600,37.000,30.000,1920.000,1080.000,0,31.874,0.976,0.970,24.335,67.088,45.396
5,0.000,403.392,2.000,31.000,30.000,1920.000,1080.000,0,38.596,0.992,0.990,4.489,87.611,75.183
6,0.000,810.204,1.800,25.000,30.000,1920.000,1080.000,0,43.074,0.996,0.994,3.235,91.935,84.426
3,0.000,209.809,1.800,31.000,30.000,1280.000,720.000,0,38.771,0.986,0.985,17.469,77.287,76.130
5,0.000,394.480,1.800,31.000,30.000,1920.000,1080.000,0,40.413,0.990,0.988,16.331,85.239,79.815
3,0.000,358.320,1.800,28.000,30.000,960.000,540.000,0,43.019,0.984,0.984,39.108,75.821,76.630
3,0.000,469.156,1.800,31.000,30.000,1280.000,720.000,0,35.817,0.981,0.977,30.038,69.951,63.667
4,0.000,487.218,1.800,25.000,30.000,640.000,360.000,0,37.599,0.981,0.979,128.551,67.691,59.093
1,0.000,109.929,1.800,22.000,30.000,384.000,216.000,0,42.154,0.987,0.986,138.036,67.382,81.759
5,0.000,426.631,1.700,25.000,30.000,1280.000,720.000,0,42.271,0.991,0.988,15.180,84.097,82.824
