representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,219.002,1.633,31.000,30.000,640.000,360.000,0,32.714,0.876,0.881,263.414,34.496,38.082
0,0.000,204.460,1.633,31.000,30.000,640.000,360.000,0,33.014,0.883,0.887,226.594,35.140,38.286
0,0.000,199.636,1.633,31.000,30.000,640.000,360.000,0,32.977,0.881,0.886,204.976,35.704,37.408
0,0.000,218.706,1.567,31.000,30.000,640.000,360.000,0,32.824,0.878,0.884,219.713,38.872,36.362
0,0.000,174.939,1.867,34.000,30.000,960.000,540.000,0,33.417,0.961,0.959,88.941,59.982,54.446
0,0.000,147.454,1.867,31.000,30.000,640.000,360.000,0,32.525,0.955,0.953,98.784,53.492,50.768
7,0.000,1114.886,1.867,28.000,30.000,1920.000,1080.000,0,38.901,0.989,0.986,15.942,86.720,78.911
0,0.000,161.207,1.867,31.000,30.000,640.000,360.000,0,32.855,0.955,0.954,104.728,52.940,54.714
5,0.000,629.730,1.867,28.000,30.000,1280.000,720.000,0,37.471,0.984,0.980,28.823,80.351,73.982
2,0.000,289.419,1.867,31.000,30.000,960.000,540.000,0,35.128,0.970,0.967,67.759,65.258,66.625
6,0.000,818.040,1.867,25.000,30.000,1280.000,720.000,0,39.027,0.988,0.984,17.055,85.519,79.089
0,0.000,154.821,1.867,31.000,30.000,640.000,360.000,0,33.710,0.955,0.954,105.800,51.892,56.089
7,0.000,1129.170,1.867,28.000,30.000,1920.000,1080.000,0,39.086,0.986,0.982,18.282,85.619,77.536
0,0.000,138.060,1.867,31.000,30.000,640.000,360.000,0,34.200,0.957,0.956,100.753,53.392,56.089
0,0.000,140.996,1.867,31.000,30.000,640.000,360.000,0,34.147,0.955,0.955,102.767,52.133,52.018
