representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,148.899,1.933,37.000,30.000,640.000,360.000,0,26.600,0.822,0.822,427.005,22.555,18.397
0,0.000,226.684,1.933,37.000,30.000,640.000,360.000,0,24.398,0.686,0.692,1066.776,17.761,12.466
0,0.000,182.048,1.933,40.000,30.000,640.000,360.000,0,22.801,0.594,0.609,1909.334,14.981,9.121
0,0.000,160.833,1.933,37.000,30.000,480.000,270.000,0,23.017,0.599,0.614,1921.850,14.367,9.552
0,0.000,164.052,1.933,37.000,30.000,480.000,270.000,0,23.986,0.665,0.689,1444.540,13.772,11.397
4,0.000,967.932,1.933,34.000,30.000,1280.000,720.000,0,28.454,0.904,0.883,88.147,52.040,28.621
0,0.000,134.228,1.533,43.000,30.000,960.000,540.000,0,28.559,0.809,0.818,1025.129,19.902,19.804
1,0.000,427.179,1.533,34.000,30.000,960.000,540.000,0,31.486,0.885,0.888,282.918,37.183,26.022
2,0.000,634.993,1.533,31.000,30.000,960.000,540.000,0,33.374,0.928,0.929,136.754,49.415,32.196
2,0.000,403.887,1.467,34.000,30.000,960.000,540.000,0,32.778,0.905,0.911,289.501,44.959,30.750
5,0.000,954.009,1.700,31.000,30.000,1280.000,720.000,0,35.147,0.944,0.946,79.429,61.680,47.333
0,0.000,216.673,1.700,34.000,30.000,640.000,360.000,0,30.918,0.873,0.881,296.491,27.741,28.922
2,0.000,421.840,1.700,28.000,30.000,640.000,360.000,0,34.169,0.942,0.944,89.388,47.085,38.804
3,0.000,476.579,1.700,31.000,30.000,960.000,540.000,0,34.356,0.938,0.939,96.410,56.376,44.843
2,0.000,253.850,1.600,31.000,30.000,960.000,540.000,0,36.038,0.960,0.959,65.555,62.426,55.854
