representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,143.083,1.875,31.000,24.000,640.000,360.000,0,33.712,0.934,0.947,83.825,57.588,50.978
3,0.208,260.855,1.875,31.000,24.000,960.000,540.000,0,34.706,0.955,0.963,46.109,71.604,61.978
4,0.000,246.144,1.875,34.000,24.000,1280.000,720.000,0,34.205,0.956,0.962,43.602,66.158,61.089
4,0.000,283.567,1.875,34.000,24.000,1280.000,720.000,0,34.418,0.952,0.959,50.472,65.238,58.933
6,0.000,363.909,1.750,34.000,24.000,1920.000,1080.000,0,36.646,0.968,0.972,28.608,76.787,70.405
3,0.000,378.563,1.583,37.000,24.000,1280.000,720.000,0,27.593,0.899,0.907,115.417,48.250,36.553
4,0.000,546.902,1.583,34.000,24.000,1280.000,720.000,0,28.853,0.935,0.936,69.733,59.460,44.026
2,0.000,385.708,1.583,37.000,24.000,1280.000,720.000,0,27.669,0.898,0.906,119.720,47.603,35.000
4,0.000,523.621,1.500,34.000,24.000,1280.000,720.000,0,29.091,0.938,0.940,70.312,58.668,47.250
5,0.000,508.653,1.792,34.000,24.000,1920.000,1080.000,0,36.276,0.970,0.974,33.718,75.037,67.186
5,0.000,471.780,1.792,37.000,24.000,1920.000,1080.000,0,34.869,0.954,0.961,73.367,66.917,56.814
5,0.000,477.421,1.833,28.000,24.000,960.000,540.000,0,35.992,0.968,0.973,24.606,69.526,62.500
5,0.000,467.773,1.833,28.000,24.000,960.000,540.000,0,35.663,0.966,0.971,23.434,70.022,61.727
3,0.000,331.826,1.750,31.000,24.000,960.000,540.000,0,34.146,0.951,0.959,53.789,61.241,52.738
4,0.000,323.232,1.083,28.000,24.000,960.000,540.000,0,37.408,0.977,0.981,37.132,72.791,67.615
5,0.000,331.515,1.042,28.000,24.000,960.000,540.000,0,37.289,0.978,0.981,40.513,73.057,54.720
