representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,143.083,1.875,31.000,24.000,640.000,360.000,0,33.712,0.934,0.947,83.825,57.588,50.956
6,0.000,394.121,1.875,31.000,24.000,1280.000,720.000,0,35.730,0.966,0.970,31.785,78.936,67.578
9,0.000,1270.123,1.875,25.000,24.000,1920.000,1080.000,1,39.727,0.989,0.989,6.009,91.996,82.467
7,0.000,690.334,1.875,31.000,24.000,1920.000,1080.000,0,37.310,0.976,0.978,13.589,83.222,76.822
8,0.000,692.690,1.750,28.000,24.000,1920.000,1080.000,0,39.365,0.984,0.985,11.646,87.891,82.214
9,0.000,2248.446,1.583,28.000,24.000,1920.000,1080.000,1,34.469,0.986,0.984,12.730,88.371,80.500
8,0.000,1544.377,1.583,31.000,24.000,1920.000,1080.000,0,32.627,0.976,0.975,22.650,82.266,72.842
8,0.000,1539.355,1.583,31.000,24.000,1920.000,1080.000,0,32.783,0.977,0.975,22.272,81.937,72.132
9,0.000,2179.275,1.500,28.000,24.000,1920.000,1080.000,1,34.839,0.987,0.985,13.918,87.755,79.389
9,0.000,1326.434,1.792,25.000,24.000,1920.000,1080.000,1,41.339,0.992,0.992,7.816,92.181,85.116
5,0.000,471.780,1.792,37.000,24.000,1920.000,1080.000,0,34.869,0.954,0.961,72.980,66.917,58.860
8,0.000,940.124,1.833,31.000,24.000,1920.000,1080.000,0,37.601,0.976,0.979,15.784,78.601,71.364
9,0.000,2656.656,1.833,22.000,24.000,1920.000,1080.000,1,41.699,0.993,0.992,2.261,94.519,84.409
9,0.000,1726.880,1.750,25.000,24.000,1920.000,1080.000,1,40.387,0.989,0.990,5.403,91.836,84.095
9,0.000,1764.022,1.083,22.000,24.000,1920.000,1080.000,1,42.892,0.992,0.992,4.543,92.569,85.269
9,0.000,1799.570,1.042,22.000,24.000,1920.000,1080.000,1,42.886,0.992,0.992,5.038,92.894,85.640
