representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,127.289,1.700,28.000,30.000,640.000,360.000,0,40.438,0.987,0.988,59.990,59.915,41.020
0,0.000,127.285,1.700,28.000,30.000,640.000,360.000,0,39.855,0.986,0.987,57.305,57.620,37.373
0,0.000,175.035,1.700,31.000,30.000,960.000,540.000,0,39.550,0.982,0.984,58.529,53.215,36.412
1,0.000,209.289,1.700,31.000,30.000,960.000,540.000,0,39.309,0.978,0.981,74.085,52.756,35.686
1,0.000,224.955,1.700,31.000,30.000,960.000,540.000,0,39.342,0.978,0.981,89.568,54.785,36.059
0,0.000,149.381,1.667,28.000,30.000,640.000,360.000,0,38.491,0.987,0.987,38.237,53.229,22.320
1,0.000,265.402,1.900,25.000,30.000,640.000,360.000,0,38.687,0.988,0.988,36.222,56.076,31.877
0,0.000,212.072,1.900,28.000,30.000,640.000,360.000,0,37.301,0.983,0.984,60.629,48.998,24.684
1,0.000,193.512,1.900,31.000,30.000,960.000,540.000,0,38.942,0.991,0.991,21.437,63.114,29.421
2,0.000,231.604,1.900,25.000,30.000,640.000,360.000,0,39.250,0.993,0.992,10.809,64.625,28.386
1,0.000,227.217,1.900,31.000,30.000,960.000,540.000,0,39.462,0.989,0.989,59.188,59.760,29.754
1,0.000,167.398,1.900,31.000,30.000,960.000,540.000,0,39.872,0.991,0.990,33.975,61.805,32.368
3,0.000,240.008,1.900,31.000,30.000,1280.000,720.000,0,41.742,0.992,0.992,19.438,71.614,52.211
1,0.000,233.853,1.900,25.000,30.000,640.000,360.000,0,39.404,0.989,0.989,22.920,59.147,40.105
5,0.000,744.249,1.767,25.000,30.000,1280.000,720.000,0,43.855,0.993,0.993,4.810,83.691,61.302
