representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,162.268,1.760,37.000,25.000,640.000,360.000,0,23.911,0.876,0.861,276.515,20.417,12.273
3,0.000,704.750,1.760,37.000,25.000,1280.000,720.000,0,25.884,0.950,0.937,94.838,48.004,20.795
4,0.000,715.864,1.760,37.000,25.000,1280.000,720.000,0,27.143,0.949,0.941,119.029,48.910,24.068
6,0.000,970.386,1.760,34.000,25.000,1280.000,720.000,0,31.011,0.959,0.957,87.546,60.911,36.114
6,0.000,927.059,1.760,31.000,25.000,1280.000,720.000,0,33.094,0.971,0.966,29.140,72.055,52.068
6,0.000,1112.429,1.680,31.000,25.000,1280.000,720.000,0,30.788,0.967,0.959,32.872,70.745,50.429
4,0.000,726.676,1.800,34.000,25.000,640.000,360.000,0,26.073,0.883,0.881,328.291,48.825,21.289
2,0.920,647.444,1.800,31.000,25.000,640.000,360.000,0,31.158,0.933,0.935,213.691,47.773,22.467
0,0.000,186.720,1.800,40.000,25.000,640.000,360.000,0,21.657,0.797,0.794,573.120,16.708,12.533
0,0.000,215.350,1.760,40.000,25.000,640.000,360.000,0,21.459,0.793,0.791,689.803,20.647,14.636
2,0.000,485.487,1.840,40.000,25.000,1280.000,720.000,0,24.073,0.927,0.911,158.379,38.335,18.152
2,0.000,479.417,1.840,37.000,25.000,960.000,540.000,0,25.517,0.930,0.915,119.073,42.564,22.891
3,0.000,724.196,1.840,34.000,25.000,960.000,540.000,0,26.673,0.949,0.937,96.301,44.820,26.696
3,0.000,736.670,1.840,37.000,25.000,1280.000,720.000,0,26.970,0.951,0.940,100.462,49.761,13.326
