representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.164
0,0.000,241.715,1.833,31.000,30.000,640.000,360.000,0,32.182,0.911,0.913,146.695,28.577,33.364
3,0.000,417.174,1.767,34.000,30.000,1280.000,720.000,0,33.047,0.947,0.945,60.325,57.284,44.887
3,0.000,495.248,2.000,28.000,30.000,640.000,360.000,0,35.706,0.960,0.965,199.492,54.788,36.717
6,0.000,928.117,1.967,22.000,30.000,640.000,360.000,0,38.737,0.977,0.978,50.697,69.592,57.254
7,0.000,1180.485,1.500,25.000,30.000,1280.000,720.000,0,39.265,0.981,0.976,24.522,76.789,71.689
7,0.000,919.001,1.967,25.000,30.000,960.000,540.000,0,40.020,0.979,0.980,41.913,72.961,63.119
6,0.000,711.445,1.967,22.000,30.000,640.000,360.000,0,40.153,0.982,0.983,39.994,73.200,64.746
6,0.000,766.670,1.233,22.000,30.000,640.000,360.000,0,39.546,0.976,0.978,65.224,71.549,62.541
6,0.000,791.827,1.200,22.000,30.000,640.000,360.000,0,39.698,0.980,0.981,44.721,78.121,63.889
6,0.000,750.163,1.867,22.000,30.000,640.000,360.000,0,39.512,0.983,0.983,35.309,74.197,63.500
5,0.000,721.402,1.700,31.000,30.000,1280.000,720.000,0,34.217,0.952,0.948,28.710,64.999,52.216
4,0.000,638.462,1.667,28.000,30.000,960.000,540.000,0,34.638,0.949,0.946,42.623,54.980,49.280
0,0.000,226.648,2.000,31.000,30.000,640.000,360.000,0,34.873,0.927,0.937,303.663,34.438,28.300
4,0.000,466.353,1.967,25.000,30.000,640.000,360.000,0,39.014,0.972,0.975,73.603,63.426,48.763
