representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,114.347,1.792,37.000,24.000,640.000,360.000,0,33.734,0.936,0.939,1080.847,22.887,45.791
0,0.083,195.916,1.792,34.000,24.000,480.000,270.000,0,30.149,0.854,0.889,769.419,32.646,20.419
0,1.167,207.065,1.792,34.000,24.000,480.000,270.000,0,29.123,0.831,0.871,653.697,35.648,15.302
0,3.750,245.434,1.792,37.000,24.000,640.000,360.000,0,23.948,0.743,0.790,410.625,28.176,29.000
0,0.000,267.157,1.792,37.000,24.000,640.000,360.000,0,23.252,0.743,0.787,403.005,28.626,48.302
0,0.000,316.175,1.792,37.000,24.000,640.000,360.000,0,23.665,0.720,0.771,539.054,29.554,56.814
0,0.000,243.898,1.792,31.000,24.000,640.000,360.000,0,34.793,0.931,0.942,436.262,35.885,34.558
3,0.000,352.561,1.625,28.000,24.000,640.000,360.000,0,35.283,0.947,0.958,93.533,52.756,45.744
3,0.000,452.413,1.833,34.000,24.000,1280.000,720.000,0,35.261,0.962,0.970,59.101,62.332,54.614
0,0.000,211.196,1.833,34.000,24.000,640.000,360.000,0,32.067,0.907,0.930,211.070,37.573,44.455
2,0.000,241.078,1.833,34.000,24.000,960.000,540.000,0,35.506,0.954,0.965,89.191,58.362,66.205
2,0.000,203.315,1.833,34.000,24.000,960.000,540.000,0,36.030,0.957,0.968,82.795,59.784,76.159
0,0.000,127.815,1.833,34.000,24.000,640.000,360.000,0,33.892,0.936,0.952,133.599,44.773,19.068
9,0.000,1005.220,1.833,28.000,24.000,1920.000,1080.000,0,41.417,0.988,0.990,19.641,86.352,0.000
5,0.000,422.710,1.833,31.000,24.000,1280.000,720.000,0,38.252,0.977,0.981,33.234,74.338,0.000
