representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,162.268,1.760,37.000,25.000,640.000,360.000,0,23.911,0.876,0.861,276.515,20.417,12.273
1,0.000,422.177,1.760,37.000,25.000,960.000,540.000,0,24.627,0.928,0.911,154.176,34.988,16.273
5,0.000,1012.545,1.760,34.000,25.000,1280.000,720.000,0,28.671,0.966,0.959,64.043,60.748,35.273
7,0.000,1377.214,1.760,31.000,25.000,1280.000,720.000,0,32.662,0.973,0.970,48.629,72.014,49.250
6,0.000,927.059,1.760,31.000,25.000,1280.000,720.000,0,33.094,0.971,0.966,29.074,72.055,53.250
6,0.000,1112.429,1.680,31.000,25.000,1280.000,720.000,0,30.788,0.967,0.959,32.872,70.745,50.429
8,0.000,1796.213,1.800,31.000,25.000,960.000,540.000,0,30.175,0.958,0.951,84.385,75.606,44.178
6,0.000,1237.267,1.800,25.000,25.000,640.000,360.000,0,34.477,0.970,0.968,63.553,68.948,53.600
8,0.000,2209.889,1.800,34.000,25.000,1920.000,1080.000,0,30.365,0.976,0.968,26.854,74.976,60.200
6,0.000,1357.505,1.760,34.000,25.000,1280.000,720.000,0,27.888,0.957,0.946,56.201,65.229,45.068
6,0.000,1408.839,1.840,37.000,25.000,1920.000,1080.000,0,27.580,0.972,0.964,49.852,65.967,43.457
7,0.000,1447.100,1.840,37.000,25.000,1920.000,1080.000,0,28.971,0.969,0.962,33.112,68.771,43.174
7,0.000,2102.000,1.840,34.000,25.000,1920.000,1080.000,0,30.398,0.979,0.973,30.140,68.996,53.957
8,0.000,1972.257,1.840,34.000,25.000,1920.000,1080.000,0,30.854,0.980,0.975,28.673,74.350,57.630
