representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,156.761,1.167,37.000,30.000,1280.000,720.000,0,32.946,0.982,0.977,11.267,65.918,46.286
0,0.000,168.521,1.167,34.000,30.000,960.000,540.000,0,32.268,0.980,0.974,16.103,60.601,44.943
0,0.000,142.602,1.733,31.000,30.000,640.000,360.000,0,32.474,0.964,0.960,30.238,50.889,38.750
0,0.000,157.694,1.733,31.000,30.000,640.000,360.000,0,32.334,0.960,0.957,103.592,49.752,37.596
0,0.967,391.020,1.733,28.000,30.000,640.000,360.000,0,31.425,0.960,0.952,78.329,46.997,28.942
0,0.267,311.349,1.733,31.000,30.000,640.000,360.000,0,29.644,0.938,0.929,133.991,35.042,28.654
0,0.100,278.130,1.600,34.000,30.000,960.000,540.000,0,29.552,0.967,0.956,40.438,49.834,43.500
0,0.000,128.200,2.000,37.000,30.000,1280.000,720.000,0,33.224,0.981,0.976,18.768,66.731,56.283
0,0.000,110.324,1.800,34.000,30.000,960.000,540.000,0,36.469,0.976,0.976,28.012,63.644,62.074
0,0.000,109.658,1.800,34.000,30.000,960.000,540.000,0,36.277,0.975,0.975,38.655,63.409,64.000
0,0.000,111.444,1.800,28.000,30.000,640.000,360.000,0,36.997,0.981,0.980,35.243,65.945,76.463
5,0.000,520.516,1.800,28.000,30.000,1280.000,720.000,0,44.010,0.988,0.987,26.007,82.408,59.463
0,0.000,230.858,1.800,28.000,30.000,640.000,360.000,0,33.446,0.972,0.968,51.863,52.448,33.593
0,0.000,172.516,1.800,31.000,30.000,480.000,270.000,0,33.858,0.954,0.955,440.286,43.125,76.352
0,0.000,82.102,1.800,25.000,30.000,384.000,216.000,0,41.178,0.983,0.984,216.584,60.871,82.259
5,0.000,426.631,1.700,25.000,30.000,1280.000,720.000,0,42.271,0.991,0.988,15.422,84.097,17.902
